"firstName","lastName","birthCountry","orgName","orgCountry"
"Jerome I.","Friedman","United States","Massachusetts Institute of Technology (MIT)","USA"
"John","Hopfield","United States","Princeton University","USA"
"Martin","Chalfie","United States","Columbia University","USA"
"Stanford","Moore","United States","Rockefeller University","USA"
"Thomas R.","Cech","United States","University of Colorado","USA"
"Vincent","du Vigneaud","United States","Cornell University","USA"
"Donald A.","Glaser","United States","University of California","USA"
"Louis","Brus","United States","Columbia University","USA"
"William","Lipscomb","United States","Harvard University","USA"
"Elihu","Root","United States","nan","nan"
"Joshua","Angrist","United States","Massachusetts Institute of Technology (MIT)","USA"
"Carl","Wieman","United States","University of Colorado JILA","USA"
"James","Rainwater","United States","Columbia University","USA"
"Norman","Borlaug","United States","nan","nan"
"F. Sherwood","Rowland","United States","University of California","USA"
"John L.","Hall","United States","University of Colorado JILA","USA"
"Paul M.","Romer","United States","NYU Stern School of Business","USA"
"Stanley B.","Prusiner","United States","University of California School of Medicine","USA"
"Paul","Milgrom","United States","Stanford University","USA"
"Ralph","Bunche","United States","Harvard University","USA"
"Robert J.","Shiller","United States","Yale University","USA"
"Bob","Dylan","United States","nan","nan"
"Richard H.","Thaler","United States","University of Chicago","USA"
"Nicholas Murray","Butler","United States","Columbia University","USA"
"Dale T.","Mortensen","United States","Northwestern University","USA"
"Edmund S.","Phelps","United States","Columbia University","USA"
"Phillip A.","Sharp","United States","Massachusetts Institute of Technology (MIT) Center for Cancer Research","USA"
"Bruce","Merrifield","United States","Rockefeller University","USA"
"Philip","Dybvig","United States","Washington University","USA"
"Joseph E.","Stiglitz","United States","Columbia University","USA"
"Paul A.","Samuelson","United States","Massachusetts Institute of Technology (MIT)","USA"
"Robert","Wilson","United States","Stanford University","USA"
"Theodore W.","Richards","United States","Harvard University","USA"
"Edward C.","Prescott","United States","Arizona State University","USA"
"Willard F.","Libby","United States","University of California","USA"
"Charles H.","Townes","United States","Massachusetts Institute of Technology (MIT)","USA"
"Victor","Ambros","United States","UMass Chan Medical School","USA"
"Barbara","McClintock","United States","Cold Spring Harbor Laboratory","USA"
"Roger W.","Sperry","United States","California Institute of Technology (Caltech)","USA"
"James E.","Rothman","United States","Yale University","USA"
"Pearl","Buck","United States","nan","nan"
"Barack","Obama","United States","nan","nan"
"George H.","Hitchings","United States","Wellcome Research Laboratories","USA"
"Robert Woodrow","Wilson","United States","Bell Laboratories","USA"
"Edward A.","Doisy","United States","Saint Louis University","USA"
"Philip W.","Anderson","United States","Bell Telephone Laboratories","USA"
"Glenn T.","Seaborg","United States","University of California","USA"
"Emily Greene","Balch","United States","nan","nan"
"Jack","Kilby","United States","Texas Instruments","USA"
"Michael","Rosbash","United States","Brandeis University","USA"
"Edwin G.","Krebs","United States","University of Washington","USA"
"Kary B.","Mullis","United States","nan","nan"
"Thomas H.","Morgan","United States","California Institute of Technology (Caltech)","USA"
"Drew","Weissman","United States","Penn Institute for RNA Innovations University of Pennsylvania","USA"
"Brian","Kobilka","United States","Stanford University School of Medicine","USA"
"John","Jumper","United States","Google DeepMind","United Kingdom"
"John R.","Mott","United States","nan","nan"
"Kip S.","Thorne","United States","LIGO/VIRGO Collaboration","nan"
"Toni","Morrison","United States","nan","nan"
"Elinor","Ostrom","United States","Indiana University","USA"
"Leland","Hartwell","United States","Fred Hutchinson Cancer Research Center","USA"
"Willis E.","Lamb","United States","Stanford University","USA"
"John","Bardeen","United States","University of Illinois","USA"
"Charles G.","Dawes","United States","nan","nan"
"E. Donnall","Thomas","United States","Fred Hutchinson Cancer Research Center","USA"
"Val","Fitch","United States","Princeton University","USA"
"Elias James","Corey","United States","Harvard University","USA"
"Michael W.","Young","United States","Rockefeller University","USA"
"John H.","Van Vleck","United States","Harvard University","USA"
"Joseph E.","Murray","United States","Brigham and Women's Hospital","USA"
"David J.","Wineland","United States","National Institute of Standards and Technology","USA"
"Herbert","Simon","United States","Carnegie Mellon University","USA"
"Thomas A.","Steitz","United States","Yale University","USA"
"Brian P.","Schmidt","United States","Australian National University","Australia"
"Christian","Anfinsen","United States","National Institutes of Health","USA"
"A. Michael","Spence","United States","Stanford University","USA"
"Joshua","Lederberg","United States","University of Wisconsin","USA"
"Robert A.","Millikan","United States","California Institute of Technology (Caltech)","USA"
"Arthur L.","Schawlow","United States","Stanford University","USA"
"James M.","Buchanan Jr.","United States","Center for Study of Public Choice","USA"
"William","Faulkner","United States","nan","nan"
"Alfred G.","Gilman","United States","University of Texas Southwestern Medical Center at Dallas","USA"
"Craig C.","Mello","United States","University of Massachusetts Medical School","USA"
"George A.","Akerlof","United States","University of California","USA"
"Alvin E.","Roth","United States","Harvard University","USA"
"Andrea","Ghez","United States","University of California","USA"
"Arthur","Ashkin","United States","Bell Laboratories","USA"
"Baruch S.","Blumberg","United States","The Institute for Cancer Research","USA"
"Carl D.","Anderson","United States","California Institute of Technology (Caltech)","USA"
"Claudia","Goldin","United States","Harvard University","USA"
"David","Baltimore","United States","Massachusetts Institute of Technology (MIT)","USA"
"David","Julius","United States","University of California","USA"
"Eric S.","Maskin","United States","Institute for Advanced Study","USA"
"Eugene","O'Neill","United States","nan","nan"
"Frank","Wilczek","United States","Massachusetts Institute of Technology (MIT)","USA"
"George","Wald","United States","Harvard University","USA"
"Gerald M.","Edelman","United States","Rockefeller University","USA"
"Gertrude B.","Elion","United States","Wellcome Research Laboratories","USA"
"Gregg","Semenza","United States","Johns Hopkins University","USA"
"H. David","Politzer","United States","California Institute of Technology (Caltech)","USA"
"Hamilton O.","Smith","United States","Johns Hopkins University School of Medicine","USA"
"Harvey","Alter","United States","National Institutes of Health","USA"
"Herbert A.","Hauptman","United States","The Medical Foundation of Buffalo","USA"
"Hermann J.","Muller","United States","Indiana University","USA"
"Jeffrey C.","Hall","United States","University of Maine","USA"
"Jerome","Karle","United States","US Naval Research Laboratory","USA"
"John","O'Keefe","United States","University College","United Kingdom"
"John B.","Fenn","United States","Virginia Commonwealth University","USA"
"Julian","Schwinger","United States","Harvard University","USA"
"Julius","Axelrod","United States","National Institutes of Health","USA"
"Kenneth J.","Arrow","United States","Harvard University","USA"
"Leon M.","Lederman","United States","Fermi National Accelerator Laboratory","USA"
"Leon N.","Cooper","United States","Brown University","USA"
"Louise","Glück","United States","nan","nan"
"Marshall W.","Nirenberg","United States","National Institutes of Health","USA"
"Martin L.","Perl","United States","Stanford University","USA"
"Melvin","Schwartz","United States","Digital Pathways Inc.","USA"
"Michael","Kremer","United States","Harvard University","USA"
"Michael S.","Brown","United States","University of Texas Southwestern Medical Center at Dallas","USA"
"Murray","Gell-Mann","United States","California Institute of Technology (Caltech)","USA"
"Paul","Berg","United States","Stanford University","USA"
"Paul","Greengard","United States","Rockefeller University","USA"
"Paul","Krugman","United States","Princeton University","USA"
"Peter A.","Diamond","United States","Massachusetts Institute of Technology (MIT)","USA"
"Richard","Axel","United States","Columbia University","USA"
"Richard P.","Feynman","United States","California Institute of Technology (Caltech)","USA"
"Robert","Hofstadter","United States","Stanford University","USA"
"Robert C.","Merton","United States","Harvard University","USA"
"Robert J.","Lefkowitz","United States","Howard Hughes Medical Institute","USA"
"Robert W.","Fogel","United States","University of Chicago","USA"
"Roger Y.","Tsien","United States","University of California","USA"
"Rosalyn","Yalow","United States","Veterans Administration Hospital","USA"
"Roy J.","Glauber","United States","Harvard University","USA"
"Russell A.","Hulse","United States","Princeton University","USA"
"Sheldon","Glashow","United States","Harvard University Lyman Laboratory","USA"
"Steven","Weinberg","United States","Harvard University","USA"
"Theodore","Roosevelt","United States","nan","nan"
"William","Kaelin","United States","Harvard Medical School","USA"
"William H.","Stein","United States","Rockefeller University","USA"
"Robert S.","Mulliken","United States","University of Chicago","USA"
"Peter","Agre","United States","Johns Hopkins University School of Medicine","USA"
"George P.","Smith","United States","University of Missouri","USA"
"Ernest","Hemingway","United States","nan","nan"
"Robert","Schrieffer","United States","University of Pennsylvania","USA"
"Thomas C.","Schelling","United States","University of Maryland Department of Economics and School of Public Policy","USA"
"Harold E.","Varmus","United States","University of California School of Medicine","USA"
"Cordell","Hull","United States","nan","nan"
"Barry C.","Barish","United States","LIGO/VIRGO Collaboration","nan"
"Lawrence R.","Klein","United States","University of Pennsylvania","USA"
"Dickinson W.","Richards","United States","Columbia University","USA"
"Alfred D.","Hershey","United States","Carnegie Institution of Washington","USA"
"Eric","Cornell","United States","University of Colorado JILA","USA"
"John","Clauser","United States","J.F. Clauser & Assoc.","USA"
"Thomas J.","Sargent","United States","New York University","USA"
"Frederick","Reines","United States","University of California","USA"
"Barry","Sharpless","United States","Scripps Research","USA"
"Barry","Sharpless","United States","The Scripps Research Institute","USA"
"Howard M.","Temin","United States","University of Wisconsin","USA"
"Joseph H.","Taylor Jr.","United States","Princeton University","USA"
"Clifford G.","Shull","United States","Massachusetts Institute of Technology (MIT)","USA"
"Frances H.","Arnold","United States","California Institute of Technology (Caltech)","USA"
"Philip S.","Hench","United States","Mayo Clinic","USA"
"William A.","Fowler","United States","California Institute of Technology (Caltech)","USA"
"Jimmy","Carter","United States","nan","nan"
"Herbert S.","Gasser","United States","Rockefeller Institute for Medical Research","USA"
"William E.","Moerner","United States","Stanford University","USA"
"Linus","Pauling","United States","California Institute of Technology (Caltech)","USA"
"Robert H.","Grubbs","United States","California Institute of Technology (Caltech)","USA"
"Frank B.","Kellogg","United States","nan","nan"
"Gary","Becker","United States","University of Chicago","USA"
"Paul D.","Boyer","United States","University of California","USA"
"Daniel L.","McFadden","United States","University of California","USA"
"Paul","Modrich","United States","Howard Hughes Medical Institute","USA"
"Edwin M.","McMillan","United States","University of California","USA"
"George J.","Stigler","United States","University of Chicago","USA"
"Wendell M.","Stanley","United States","Rockefeller Institute for Medical Research","USA"
"John C.","Mather","United States","NASA Goddard Space Flight Center","USA"
"Jody","Williams","United States","nan","nan"
"David M.","Lee","United States","Cornell University","USA"
"Charles","Rice","United States","Rockefeller University","USA"
"John","Steinbeck","United States","nan","nan"
"Carol W.","Greider","United States","Johns Hopkins University School of Medicine","USA"
"Joseph","Erlanger","United States","Washington University","USA"
"Luis","Alvarez","United States","University of California","USA"
"Owen","Chamberlain","United States","University of California","USA"
"Dudley R.","Herschbach","United States","Harvard University","USA"
"Sinclair","Lewis","United States","nan","nan"
"David","Baker","United States","University of Washington","USA"
"Linda B.","Buck","United States","Fred Hutchinson Cancer Research Center","USA"
"Paul C.","Lauterbur","United States","University of Illinois","USA"
"Alan","Heeger","United States","University of California","USA"
"Eric F.","Wieschaus","United States","Princeton University","USA"
"Edward C.","Kendall","United States","Mayo Clinic","USA"
"Richard F.","Heck","United States","University of Delaware","USA"
"Roger D.","Kornberg","United States","Stanford University","USA"
"Steven","Chu","United States","Stanford University","USA"
"T.S.","Eliot","United States","nan","nan"
"Melvin","Calvin","United States","University of California","USA"
"Randy W.","Schekman","United States","University of California","USA"
"Andrew Z.","Fire","United States","Stanford University School of Medicine","USA"
"Woodrow","Wilson","United States","nan","nan"
"Paul J.","Flory","United States","Stanford University","USA"
"William P.","Murphy","United States","Harvard University","USA"
"Joseph L.","Goldstein","United States","University of Texas Southwestern Medical Center at Dallas","USA"
"Oliver E.","Williamson","United States","University of California","USA"
"Robert F.","Engle III","United States","New York University","USA"
"William","Knowles","United States","nan","nan"
"E. M.","Purcell","United States","Harvard University","USA"
"George C.","Marshall","United States","nan","nan"
"Lars Peter","Hansen","United States","University of Chicago","USA"
"Robert W.","Holley","United States","Cornell University","USA"
"Robert B.","Laughlin","United States","Stanford University","USA"
"George","Beadle","United States","California Institute of Technology (Caltech)","USA"
"Harold C.","Urey","United States","Columbia University","USA"
"Kenneth G.","Wilson","United States","Cornell University","USA"
"Adam G.","Riess","United States","Johns Hopkins University","USA"
"Al","Gore","United States","nan","nan"
"Christopher A.","Sims","United States","Princeton University","USA"
"David J.","Gross","United States","University of California Kavli Institute for Theoretical Physics","USA"
"Jennifer A.","Doudna","United States","University of California","USA"
"Norman F.","Ramsey","United States","Harvard University","USA"
"Raymond","Davis Jr.","United States","University of Pennsylvania","USA"
"Robert C.","Richardson","United States","Cornell University","USA"
"John F.","Enders","United States","Harvard Medical School","USA"
"George E.","Smith","United States","Bell Laboratories","USA"
"Ferid","Murad","United States","University of Texas Medical School at Houston","USA"
"Vernon L.","Smith","United States","George Mason University","USA"
"Edward B.","Lewis","United States","California Institute of Technology (Caltech)","USA"
"William D.","Phillips","United States","National Institute of Standards and Technology","USA"
"Daniel","Nathans","United States","Johns Hopkins University School of Medicine","USA"
"Arthur H.","Compton","United States","University of Chicago","USA"
"Robert E.","Lucas Jr.","United States","University of Chicago","USA"
"D. Carleton","Gajdusek","United States","National Institutes of Health","USA"
"John H.","Northrop","United States","Rockefeller Institute for Medical Research","USA"
"J. Michael","Bishop","United States","University of California School of Medicine","USA"
"George F.","Smoot","United States","University of California","USA"
"Baruj","Benacerraf","Venezuela","Harvard Medical School","USA"
"Baruj","Benacerraf","Venezuela","Harvard Medical School","United States"
"Le Duc Tho","nan","Vietnam","nan","nan"
"Gerd","Binnig","West Germany (now Germany)","IBM Zurich Research Laboratory","Switzerland"
"Horst L.","Störmer","West Germany (now Germany)","Columbia University","USA"
"Horst L.","Störmer","West Germany (now Germany)","Columbia University","United States"
"Wolfgang","Ketterle","West Germany (now Germany)","Massachusetts Institute of Technology (MIT)","USA"
"Wolfgang","Ketterle","West Germany (now Germany)","Massachusetts Institute of Technology (MIT)","United States"
"Hartmut","Michel","West Germany (now Germany)","Max-Planck-Institut für Biophysik","Germany"
"J. Georg","Bednorz","West Germany (now Germany)","IBM Zurich Research Laboratory","Switzerland"
"Hans","Spemann","Württemberg (now Germany)","University of Freiburg im Breisgau","Germany"
"Tawakkol","Karman","Yemen","nan","nan"
"James","Robinson","nan","University of Chicago","USA"
"James","Robinson","nan","University of Chicago","United States"
"Tjalling C.","Koopmans","the Netherlands","Yale University","USA"
"Tjalling C.","Koopmans","the Netherlands","Yale University","United States"
"Paul J.","Crutzen","the Netherlands","Max-Planck-Institut für Chemie","Germany"
"Tobias","Asser","the Netherlands","nan","nan"
"Nicolaas","Bloembergen","the Netherlands","Harvard University","USA"
"Nicolaas","Bloembergen","the Netherlands","Harvard University","United States"
"Guido","Imbens","the Netherlands","Stanford University","USA"
"Guido","Imbens","the Netherlands","Stanford University","United States"
"Peter","Debye","the Netherlands","Berlin University","Germany"
"Jacobus H.","van 't Hoff","the Netherlands","Berlin University","Germany"
"Martinus J.G.","Veltman","the Netherlands","nan","nan"
"Nikolaas","Tinbergen","the Netherlands","University of Oxford","United Kingdom"
"Simon","van der Meer","the Netherlands","CERN","Switzerland"
